dataset,n_trees,model,perf_measure,perf_value_mean,perf_value_std,Conf_Matrix
kr-vs-kp.csv,1,wagging,auc,0.9962132623298295,0.003846717776358496,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  0, 167]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,1,wagging,f1,0.9962488575583766,0.0038413494925673202,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  0, 167]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,10,AdaBoost,acc,0.9943720611285267,0.0038393540827639655,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[152,   1],
       [  0, 166]])]"
kr-vs-kp.csv,10,AdaBoost,auc,0.9943051204093362,0.003809382884717217,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[152,   1],
       [  0, 166]])]"
kr-vs-kp.csv,10,AdaBoost,f1,0.994371805686758,0.003839247317736895,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[152,   1],
       [  0, 166]])]"
kr-vs-kp.csv,10,Grouped_Mixed_Bagging,acc,0.994998040752351,0.0051446620854286185,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  3, 164]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  1, 166]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,10,Grouped_Mixed_Bagging,auc,0.9950156575394103,0.005168127719577514,"[array([[151,   2],
       [  1, 166]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  1, 166]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  1, 166]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,10,Grouped_Mixed_Bagging,f1,0.9940585212192093,0.004525268337746359,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[151,   2],
       [  3, 164]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[152,   1],
       [  0, 166]])]"
kr-vs-kp.csv,10,Incremental_Mixed_Bagging,acc,0.9949980407523512,0.004929240213700066,"[array([[151,   2],
       [  2, 165]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  1, 166]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,10,Incremental_Mixed_Bagging,auc,0.9956144599346199,0.00469480324743346,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,10,Incremental_Mixed_Bagging,f1,0.9953114034355481,0.00471600725089343,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,10,base,acc,0.9946855407523512,0.004178529764847028,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,10,base,auc,0.9946319177949571,0.004164351336137773,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,10,base,f1,0.9946853285214792,0.004178478004963341,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,10,wagging,acc,0.9962490203761755,0.003841301010390656,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  0, 167]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,10,wagging,auc,0.9962132623298295,0.003846717776358496,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  0, 167]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,10,wagging,f1,0.9962488575583766,0.0038413494925673202,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  0, 167]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,20,AdaBoost,acc,0.9943720611285267,0.0038393540827639655,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[152,   1],
       [  0, 166]])]"
kr-vs-kp.csv,20,AdaBoost,auc,0.9943051204093362,0.003809382884717217,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[152,   1],
       [  0, 166]])]"
kr-vs-kp.csv,20,AdaBoost,f1,0.994371805686758,0.003839247317736895,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[152,   1],
       [  0, 166]])]"
kr-vs-kp.csv,20,Grouped_Mixed_Bagging,acc,0.994998040752351,0.0051446620854286185,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  3, 164]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  1, 166]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,20,Grouped_Mixed_Bagging,auc,0.9950156575394103,0.005168127719577514,"[array([[151,   2],
       [  1, 166]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  1, 166]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  1, 166]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,20,Grouped_Mixed_Bagging,f1,0.9940585212192093,0.004525268337746359,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[151,   2],
       [  3, 164]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[152,   1],
       [  0, 166]])]"
kr-vs-kp.csv,20,Incremental_Mixed_Bagging,acc,0.9949980407523512,0.004929240213700066,"[array([[151,   2],
       [  2, 165]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  1, 166]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,20,Incremental_Mixed_Bagging,auc,0.9956144599346199,0.00469480324743346,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,20,Incremental_Mixed_Bagging,f1,0.9953114034355481,0.00471600725089343,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,20,base,acc,0.9946855407523512,0.004178529764847028,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,20,base,auc,0.9946319177949571,0.004164351336137773,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,20,base,f1,0.9946853285214792,0.004178478004963341,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,20,wagging,acc,0.9962490203761755,0.003841301010390656,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  0, 167]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,20,wagging,auc,0.9962132623298295,0.003846717776358496,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  0, 167]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,20,wagging,f1,0.9962488575583766,0.0038413494925673202,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  0, 167]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,30,AdaBoost,acc,0.9943720611285267,0.0038393540827639655,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[152,   1],
       [  0, 166]])]"
kr-vs-kp.csv,30,AdaBoost,auc,0.9943051204093362,0.003809382884717217,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[152,   1],
       [  0, 166]])]"
kr-vs-kp.csv,30,AdaBoost,f1,0.994371805686758,0.003839247317736895,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[152,   1],
       [  0, 166]])]"
kr-vs-kp.csv,30,Grouped_Mixed_Bagging,acc,0.994998040752351,0.0051446620854286185,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  3, 164]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  1, 166]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,30,Grouped_Mixed_Bagging,auc,0.9950156575394103,0.005168127719577514,"[array([[151,   2],
       [  1, 166]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  1, 166]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  1, 166]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,30,Grouped_Mixed_Bagging,f1,0.9940585212192093,0.004525268337746359,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[151,   2],
       [  3, 164]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[152,   1],
       [  0, 166]])]"
kr-vs-kp.csv,30,Incremental_Mixed_Bagging,acc,0.9949980407523512,0.004929240213700066,"[array([[151,   2],
       [  2, 165]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  1, 166]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,30,Incremental_Mixed_Bagging,auc,0.9956144599346199,0.00469480324743346,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,30,Incremental_Mixed_Bagging,f1,0.9953114034355481,0.00471600725089343,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,30,base,acc,0.9946855407523512,0.004178529764847028,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,30,base,auc,0.9946319177949571,0.004164351336137773,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,30,base,f1,0.9946853285214792,0.004178478004963341,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  2, 165]]), array([[153,   0],
       [  2, 165]]), array([[151,   2],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
kr-vs-kp.csv,30,wagging,acc,0.9962490203761755,0.003841301010390656,"[array([[151,   2],
       [  1, 166]]), array([[152,   1],
       [  2, 165]]), array([[152,   1],
       [  0, 167]]), array([[151,   2],
       [  0, 167]]), array([[153,   0],
       [  2, 165]]), array([[153,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[152,   0],
       [  0, 167]]), array([[151,   1],
       [  0, 167]]), array([[153,   0],
       [  0, 166]])]"
